Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
6,13.0,6,12.666666666666666,Yes,Yes,19,Yes,146.0,2nd phase - general contingent,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,19,No,129.9,1st phase - general contingent,No,140.0,Dropout
4,13.0,6,12.857142857142858,Yes,Yes,18,No,140.9,1st phase - general contingent,Yes,140.0,Graduate
7,13.9,7,13.9,Yes,No,18,No,135.5,1st phase - general contingent,No,156.0,Graduate
7,13.817142857142857,7,13.817142857142857,Yes,Yes,20,No,122.0,1st phase - general contingent,Yes,132.0,Graduate
7,12.875,6,13.314285714285717,Yes,Yes,22,No,140.0,Short cycle diploma holders,No,140.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,163.0,1st phase - general contingent,No,164.0,Dropout
6,12.166666666666666,6,12.166666666666666,Yes,Yes,19,No,107.4,2nd phase - general contingent,Yes,113.0,Graduate
3,11.333333333333334,4,11.25,No,Yes,20,No,114.3,1st phase - general contingent,Yes,122.0,Dropout
6,12.75,5,12.4,Yes,No,19,No,140.8,Change of course,No,150.0,Enrolled
6,14.571428571428571,6,14.666666666666666,Yes,Yes,20,No,126.3,1st phase - general contingent,Yes,135.0,Graduate
4,12.0,4,12.0,Yes,No,28,No,110.0,Over 23 years old,No,133.1,Dropout
3,12.666666666666666,6,14.0,Yes,No,19,No,126.2,1st phase - general contingent,No,122.0,Graduate
4,13.666666666666666,6,12.571428571428571,Yes,No,22,No,140.0,Transfer,No,140.0,Enrolled
6,12.625,6,15.538461538461538,Yes,No,19,No,123.0,1st phase - general contingent,Yes,138.0,Graduate
0,0.0,0,0.0,No,No,18,No,157.0,1st phase - general contingent,Yes,130.0,Dropout
6,14.833333333333334,6,15.0,Yes,No,18,No,149.7,1st phase - special contingent (Azores Island),Yes,157.0,Graduate
5,13.285714285714286,4,12.25,Yes,No,22,No,140.0,Change of course,Yes,140.0,Graduate
9,15.555555555555555,11,15.692307692307692,Yes,No,20,No,170.0,Short cycle diploma holders,No,170.0,Graduate
5,12.75,5,12.285714285714286,Yes,Yes,24,No,130.2,Over 23 years old,No,150.0,Graduate
11,11.25,12,11.833333333333334,Yes,No,22,Yes,135.5,2nd phase - general contingent,Yes,146.0,Enrolled
5,14.0,6,12.166666666666666,Yes,No,20,No,118.3,Change of course,No,120.0,Enrolled
8,11.95625,7,11.88888888888889,Yes,Yes,20,No,116.3,1st phase - general contingent,Yes,118.0,Graduate
0,0.0,0,0.0,No,No,35,No,120.0,Holders of other higher courses,No,120.0,Dropout
5,12.6,5,11.8,Yes,Yes,18,No,154.7,1st phase - general contingent,No,154.0,Graduate
6,11.666666666666666,6,11.166666666666666,Yes,No,19,No,132.7,2nd phase - general contingent,Yes,139.0,Graduate
8,14.6,7,14.05714285714286,Yes,No,18,No,130.8,3rd phase - general contingent,No,136.0,Graduate
4,10.0,4,11.75,Yes,No,18,No,122.7,1st phase - general contingent,Yes,130.0,Dropout
6,13.0,6,13.166666666666666,Yes,No,31,No,130.0,Over 23 years old,No,133.1,Enrolled
6,14.0,6,13.5,Yes,Yes,19,No,123.6,2nd phase - general contingent,No,133.0,Graduate
8,13.0625,7,12.625,Yes,Yes,20,No,116.5,3rd phase - general contingent,Yes,143.0,Graduate
0,0.0,0,0.0,Yes,No,21,No,111.1,2nd phase - general contingent,No,117.0,Dropout
7,13.971428571428572,7,13.971428571428572,Yes,Yes,18,No,136.3,1st phase - general contingent,Yes,145.0,Graduate
0,0.0,2,11.0,Yes,No,18,No,129.8,1st phase - general contingent,Yes,134.0,Dropout
5,15.333333333333334,5,12.8,Yes,No,33,No,134.7,Over 23 years old,No,170.0,Graduate
5,12.8,6,13.571428571428571,Yes,Yes,18,No,131.8,1st phase - general contingent,Yes,143.0,Enrolled
0,0.0,0,0.0,No,Yes,18,No,126.8,1st phase - general contingent,Yes,140.0,Dropout
4,11.0,2,11.5,Yes,No,21,Yes,130.7,1st phase - general contingent,No,131.0,Enrolled
4,12.0,4,11.25,Yes,No,19,No,109.8,2nd phase - general contingent,Yes,115.0,Enrolled
5,13.142857142857142,5,13.714285714285714,Yes,No,28,No,133.9,Holders of other higher courses,No,130.0,Graduate
0,0.0,0,0.0,No,No,29,No,109.9,Over 23 years old,No,130.0,Dropout
3,14.666666666666666,6,12.0,No,No,36,Yes,160.0,Technological specialization diploma holders,Yes,160.0,Dropout
6,13.333333333333334,6,12.666666666666666,Yes,Yes,32,No,106.5,Over 23 years old,No,133.1,Graduate
7,13.29,7,13.29,Yes,Yes,25,No,120.0,Over 23 years old,Yes,130.0,Enrolled
9,10.444444444444445,8,10.375,Yes,No,33,No,107.8,Change of course,No,140.0,Enrolled
1,13.0,3,12.0,No,No,34,No,100.0,Change of course,No,133.1,Dropout
6,11.166666666666666,5,11.4,Yes,No,33,No,112.5,Over 23 years old,No,150.0,Graduate
3,12.6,2,13.25,No,No,29,Yes,135.5,Change of course,No,140.0,Dropout
0,0.0,6,13.861666666666666,Yes,No,18,No,145.0,1st phase - general contingent,No,145.0,Dropout
6,12.142857142857142,6,12.166666666666666,Yes,Yes,18,No,119.0,1st phase - general contingent,No,126.0,Graduate
6,14.5,4,13.75,Yes,No,38,No,130.0,Holders of other higher courses,No,130.0,Graduate
6,15.433333333333332,6,15.433333333333332,Yes,Yes,19,No,126.3,1st phase - general contingent,Yes,135.0,Graduate
6,15.5,6,13.833333333333334,Yes,Yes,39,No,113.5,Over 23 years old,No,133.1,Graduate
11,11.363636363636363,12,11.833333333333334,Yes,No,37,No,120.0,Change of course,No,120.0,Graduate
0,0.0,0,0.0,Yes,No,32,No,111.3,2nd phase - general contingent,Yes,120.0,Dropout
0,0.0,0,0.0,Yes,No,18,No,130.2,3rd phase - general contingent,No,147.0,Dropout
8,12.625,7,12.333333333333334,Yes,No,20,No,140.2,Change of course,Yes,149.0,Enrolled
6,12.166666666666666,6,11.166666666666666,Yes,No,20,No,113.9,1st phase - general contingent,Yes,124.0,Graduate
6,12.428571428571429,6,14.666666666666666,Yes,Yes,23,No,99.0,2nd phase - general contingent,Yes,133.1,Graduate
4,11.75,5,11.2,Yes,No,19,No,124.0,1st phase - general contingent,Yes,125.0,Enrolled
6,14.166666666666666,6,13.714285714285714,Yes,No,18,No,138.9,1st phase - general contingent,No,141.0,Graduate
5,11.444444444444445,5,12.8,Yes,No,19,No,130.0,1st phase - general contingent,Yes,131.0,Graduate
5,11.8,4,13.25,Yes,No,20,No,120.8,2nd phase - general contingent,Yes,118.0,Graduate
6,13.78,6,13.78,Yes,No,19,No,127.8,1st phase - general contingent,Yes,129.0,Dropout
7,15.11,7,15.11,Yes,No,19,No,126.0,2nd phase - general contingent,Yes,136.0,Graduate
5,11.2,4,11.0,Yes,No,18,No,126.0,1st phase - general contingent,No,134.0,Graduate
7,15.798571428571426,7,15.798571428571426,Yes,Yes,20,No,138.5,1st phase - general contingent,Yes,153.0,Graduate
8,15.599999999999998,7,13.775714285714288,Yes,No,20,No,119.4,1st phase - general contingent,Yes,119.0,Graduate
7,12.16,7,12.16,Yes,No,24,No,101.5,Over 23 years old,Yes,140.0,Graduate
0,0.0,0,0.0,Yes,No,24,No,101.5,Over 23 years old,Yes,133.1,Dropout
6,15.5,6,14.333333333333334,Yes,No,20,No,126.2,2nd phase - general contingent,Yes,130.0,Graduate
3,13.333333333333334,6,11.833333333333334,Yes,No,20,No,129.8,1st phase - general contingent,Yes,128.0,Enrolled
6,12.5,6,14.833333333333334,No,No,18,No,138.4,1st phase - general contingent,Yes,145.0,Enrolled
7,14.2,7,14.2,Yes,No,18,No,129.3,1st phase - general contingent,No,146.0,Graduate
5,13.2,5,12.2,Yes,No,21,No,113.1,1st phase - general contingent,Yes,119.0,Graduate
5,13.666666666666666,4,13.0,Yes,No,18,No,144.3,2nd phase - general contingent,Yes,160.0,Graduate
7,12.485714285714286,7,12.485714285714286,Yes,Yes,19,No,141.0,2nd phase - general contingent,Yes,144.0,Graduate
6,16.285714285714285,6,17.0,Yes,No,22,No,130.0,Holders of other higher courses,Yes,130.0,Graduate
6,10.166666666666666,5,10.8,Yes,No,19,No,117.5,2nd phase - general contingent,Yes,122.0,Graduate
6,14.716666666666669,6,14.716666666666669,Yes,No,18,No,131.8,1st phase - general contingent,Yes,153.0,Graduate
5,11.4,2,13.5,Yes,Yes,19,No,133.7,1st phase - general contingent,Yes,147.0,Enrolled
7,11.971428571428572,7,11.971428571428572,Yes,Yes,24,No,115.4,Change of course,Yes,121.0,Enrolled
4,13.5,3,12.0,Yes,No,19,No,129.1,1st phase - general contingent,No,134.0,Enrolled
6,11.666666666666666,6,12.333333333333334,Yes,No,34,No,135.5,1st phase - general contingent,No,133.0,Graduate
6,13.875,6,15.307692307692308,Yes,No,19,No,112.4,2nd phase - general contingent,Yes,118.0,Graduate
6,12.666666666666666,6,12.666666666666666,Yes,Yes,18,No,130.8,1st phase - general contingent,Yes,137.0,Graduate
8,14.44875,7,14.368,Yes,Yes,19,No,131.6,1st phase - general contingent,Yes,143.0,Graduate
7,12.084285714285716,7,12.084285714285716,Yes,No,25,No,140.8,Over 23 years old,No,123.0,Graduate
8,12.2,8,12.25,Yes,No,21,No,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
5,11.6,5,12.2,Yes,No,18,No,114.2,1st phase - general contingent,No,118.0,Enrolled
6,11.5,4,11.0,Yes,Yes,18,No,127.3,1st phase - general contingent,No,142.0,Graduate
5,11.0,5,12.8,Yes,No,28,No,115.0,1st phase - general contingent,Yes,115.0,Graduate
7,11.857142857142858,7,11.857142857142858,Yes,Yes,18,No,118.8,Change of course,No,131.0,Graduate
5,13.0,6,12.285714285714286,Yes,No,41,No,125.0,Over 23 years old,No,130.0,Graduate
4,13.5,3,12.333333333333334,Yes,No,18,No,111.5,2nd phase - general contingent,No,133.1,Dropout
4,11.4,4,11.25,Yes,Yes,21,No,124.2,2nd phase - general contingent,No,134.0,Graduate
0,0.0,0,0.0,Yes,No,41,Yes,130.0,Holders of other higher courses,No,130.0,Dropout
1,16.0,2,16.0,Yes,No,32,No,120.0,Holders of other higher courses,Yes,133.1,Dropout
6,11.0,6,11.666666666666666,Yes,No,29,No,110.0,Change of course,No,114.0,Graduate
7,12.15,5,12.4,Yes,No,24,No,113.3,Over 23 years old,No,130.0,Enrolled
8,11.8375,6,10.744444444444444,Yes,No,22,No,123.5,Change of course,Yes,128.0,Enrolled
0,0.0,0,0.0,Yes,No,21,No,101.0,1st phase - general contingent,No,133.1,Dropout
4,12.5625,4,12.0,Yes,No,39,No,120.9,Over 23 years old,Yes,133.1,Dropout
2,10.0,4,12.75,No,Yes,44,No,154.6,Over 23 years old,No,140.0,Enrolled
2,11.0,2,10.0,Yes,No,20,No,120.2,1st phase - general contingent,Yes,117.0,Enrolled
12,13.417391304347827,12,13.417391304347827,Yes,No,21,No,146.5,Change of course,No,139.0,Graduate
6,14.857142857142858,6,15.166666666666666,Yes,No,18,No,160.1,1st phase - general contingent,Yes,159.0,Graduate
5,12.5,5,13.833333333333334,Yes,No,34,Yes,150.0,Over 23 years old,No,140.0,Graduate
4,14.8,5,13.333333333333334,Yes,No,18,No,135.8,1st phase - general contingent,Yes,140.0,Graduate
0,0.0,0,0.0,Yes,No,19,Yes,143.8,1st phase - general contingent,Yes,135.0,Enrolled
3,10.666666666666666,3,11.666666666666666,Yes,No,18,No,116.8,1st phase - general contingent,Yes,121.0,Dropout
6,13.428571428571429,5,15.0,Yes,No,19,No,113.9,1st phase - general contingent,Yes,124.0,Graduate
7,13.242857142857144,7,13.242857142857144,Yes,Yes,18,No,118.0,1st phase - general contingent,Yes,131.0,Enrolled
2,12.5,1,13.0,Yes,No,19,No,150.2,1st phase - general contingent,Yes,160.0,Dropout
7,12.05,6,13.075,Yes,Yes,19,No,115.1,1st phase - general contingent,Yes,120.0,Graduate
6,13.666666666666666,6,13.5,Yes,Yes,18,No,131.3,1st phase - general contingent,Yes,140.0,Graduate
6,12.333333333333334,5,11.8,Yes,Yes,23,No,120.0,Technological specialization diploma holders,Yes,120.0,Graduate
5,11.8,5,12.6,No,No,18,No,110.3,2nd phase - general contingent,Yes,118.0,Enrolled
3,11.0,6,12.166666666666666,Yes,No,33,No,100.0,Change of course,No,133.1,Dropout
6,11.0,6,12.166666666666666,Yes,No,19,No,110.7,2nd phase - general contingent,Yes,111.0,Graduate
0,0.0,0,0.0,Yes,No,21,No,143.4,Change of course,Yes,140.0,Dropout
8,13.2,7,13.557142857142855,Yes,No,18,No,115.9,1st phase - general contingent,No,125.0,Graduate
4,11.8,4,12.25,Yes,Yes,21,No,145.0,3rd phase - general contingent,No,133.1,Enrolled
6,13.5,6,14.333333333333334,Yes,No,19,No,140.9,2nd phase - general contingent,Yes,136.0,Graduate
4,11.75,4,10.5,Yes,No,20,No,108.4,1st phase - general contingent,Yes,115.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,114.3,1st phase - general contingent,Yes,116.0,Dropout
3,11.333333333333334,4,12.75,Yes,No,20,No,110.0,3rd phase - general contingent,Yes,110.0,Enrolled
4,11.0,0,0.0,Yes,Yes,18,No,121.7,1st phase - general contingent,Yes,135.0,Enrolled
1,14.0,1,14.0,Yes,No,18,No,123.7,Change of course,Yes,131.0,Enrolled
8,15.0,7,14.093333333333332,Yes,Yes,20,No,116.5,1st phase - general contingent,Yes,124.0,Graduate
6,13.166666666666666,6,13.333333333333334,Yes,Yes,21,No,155.0,1st phase - general contingent,No,163.0,Graduate
7,12.071428571428571,7,12.071428571428571,Yes,No,19,No,129.3,Change of course,Yes,137.0,Graduate
6,12.5,6,12.666666666666666,Yes,Yes,18,No,121.7,1st phase - general contingent,Yes,128.0,Graduate
5,12.0,6,12.125,Yes,No,27,Yes,148.2,Over 23 years old,Yes,133.1,Enrolled
7,13.2575,7,13.2,Yes,Yes,21,No,125.5,1st phase - general contingent,Yes,133.1,Graduate
8,14.51125,7,14.15,Yes,Yes,18,No,131.9,2nd phase - general contingent,Yes,148.0,Graduate
3,10.666666666666666,4,13.5,Yes,No,18,Yes,121.8,2nd phase - general contingent,Yes,127.0,Enrolled
0,0.0,0,0.0,No,No,28,Yes,107.7,Change of course,No,110.0,Dropout
3,11.4,5,12.2,Yes,No,36,No,115.5,Over 23 years old,No,133.1,Dropout
5,14.0,5,14.8,Yes,No,20,No,139.8,1st phase - general contingent,Yes,145.0,Graduate
5,11.4,5,11.0,Yes,No,19,No,133.2,1st phase - general contingent,Yes,136.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,118.4,1st phase - general contingent,Yes,131.0,Enrolled
4,11.75,3,14.0,Yes,No,19,No,123.3,2nd phase - general contingent,Yes,138.0,Enrolled
6,13.0,5,11.833333333333334,Yes,No,28,No,134.5,Over 23 years old,No,150.0,Graduate
5,11.8,4,11.75,Yes,No,20,No,110.6,1st phase - general contingent,No,112.0,Graduate
8,12.0,12,12.333333333333334,Yes,No,28,No,154.0,Transfer,Yes,154.0,Graduate
6,11.833333333333334,3,11.666666666666666,Yes,No,24,No,160.0,Change of course,No,160.0,Dropout
4,11.5,6,12.666666666666666,Yes,No,20,No,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
5,11.6,4,12.25,Yes,No,22,No,132.5,2nd phase - general contingent,Yes,150.0,Enrolled
4,13.5,6,11.285714285714286,Yes,Yes,18,No,127.7,2nd phase - general contingent,No,141.0,Graduate
0,0.0,2,11.5,No,No,22,Yes,117.5,1st phase - general contingent,Yes,122.0,Dropout
4,12.25,6,11.666666666666666,Yes,Yes,18,No,127.0,1st phase - general contingent,Yes,120.0,Graduate
7,13.514285714285714,7,13.514285714285714,Yes,Yes,21,No,125.5,1st phase - general contingent,No,139.0,Graduate
6,13.714285714285714,6,13.0,Yes,No,19,No,140.5,2nd phase - general contingent,Yes,138.0,Graduate
4,10.25,3,15.0,Yes,No,22,No,118.3,1st phase - special contingent (Azores Island),Yes,119.0,Enrolled
7,12.744285714285716,7,12.744285714285716,Yes,Yes,20,No,120.8,1st phase - general contingent,Yes,129.0,Graduate
5,11.8,4,11.75,Yes,No,20,No,95.0,1st phase - general contingent,No,133.1,Graduate
6,11.666666666666666,6,12.166666666666666,Yes,No,19,Yes,122.2,2nd phase - general contingent,Yes,125.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,143.9,2nd phase - general contingent,Yes,125.0,Enrolled
6,12.375,5,13.4,Yes,Yes,20,No,127.2,1st phase - general contingent,Yes,137.0,Graduate
4,11.5,5,11.8,Yes,No,20,No,120.2,1st phase - general contingent,Yes,123.0,Dropout
6,13.533333333333331,6,13.533333333333331,Yes,No,19,No,134.8,1st phase - general contingent,Yes,154.0,Graduate
4,14.0,6,14.166666666666666,Yes,Yes,18,No,142.6,1st phase - general contingent,Yes,144.0,Graduate
8,14.755555555555556,7,14.652857142857142,Yes,Yes,18,No,147.9,1st phase - general contingent,No,153.0,Graduate
0,0.0,0,0.0,No,No,19,No,160.4,1st phase - general contingent,Yes,152.0,Dropout
5,13.0,5,13.6,Yes,No,20,No,134.6,1st phase - general contingent,No,150.0,Graduate
4,13.25,6,12.833333333333334,Yes,Yes,22,No,121.0,1st phase - general contingent,No,129.0,Graduate
6,15.166666666666666,6,14.666666666666666,Yes,Yes,18,No,142.7,1st phase - general contingent,Yes,150.0,Graduate
6,14.666666666666666,6,13.333333333333334,Yes,No,19,No,115.6,2nd phase - general contingent,Yes,125.0,Graduate
5,11.4,5,13.4,No,Yes,20,No,130.0,1st phase - general contingent,No,133.1,Graduate
8,15.6375,7,13.3125,Yes,Yes,19,No,124.3,1st phase - general contingent,Yes,140.0,Graduate
0,0.0,0,0.0,No,No,18,Yes,137.9,1st phase - general contingent,Yes,140.0,Dropout
0,0.0,0,0.0,No,No,20,Yes,100.0,1st phase - general contingent,Yes,133.1,Dropout
6,13.5,6,12.333333333333334,Yes,Yes,19,No,128.2,1st phase - general contingent,Yes,132.0,Graduate
6,13.333333333333334,6,13.5,Yes,No,18,No,135.0,2nd phase - general contingent,No,135.0,Enrolled
6,11.833333333333334,5,13.0,Yes,No,18,No,121.0,1st phase - special contingent (Madeira Island),Yes,135.0,Graduate
0,0.0,2,12.5,Yes,No,22,No,147.0,1st phase - general contingent,No,133.1,Dropout
6,16.0,6,17.0,Yes,No,18,No,149.5,1st phase - general contingent,No,168.0,Graduate
6,13.0,6,13.5,Yes,No,20,No,144.4,1st phase - general contingent,Yes,143.0,Graduate
6,11.833333333333334,6,12.714285714285714,Yes,No,19,No,116.0,2nd phase - general contingent,Yes,116.0,Graduate
8,13.927272727272726,6,13.0,Yes,Yes,19,No,120.7,Change of course,No,134.0,Graduate
6,13.5,6,12.571428571428571,Yes,No,21,No,141.8,Technological specialization diploma holders,No,140.0,Graduate
6,11.5,4,11.5,Yes,Yes,19,No,119.7,2nd phase - general contingent,Yes,133.0,Dropout
6,13.285714285714286,6,13.5,Yes,Yes,19,No,118.4,1st phase - general contingent,Yes,125.0,Graduate
5,13.0,5,13.6,Yes,No,45,No,134.5,Over 23 years old,No,133.1,Enrolled
0,0.0,1,12.0,No,Yes,28,No,128.2,Over 23 years old,No,133.1,Dropout
8,14.7375,7,14.95,Yes,No,28,No,115.0,Change of course,No,137.0,Graduate
4,12.0,4,11.25,Yes,No,25,Yes,130.0,Over 23 years old,No,140.0,Enrolled
4,12.25,3,10.666666666666666,No,No,19,Yes,120.7,Change of course,No,134.0,Dropout
7,14.992857142857142,7,14.992857142857142,Yes,No,19,No,130.5,1st phase - general contingent,Yes,139.0,Graduate
4,11.25,3,10.5,Yes,No,20,No,107.4,1st phase - general contingent,Yes,113.0,Enrolled
3,11.0,4,11.25,Yes,No,22,No,100.0,1st phase - general contingent,Yes,133.1,Enrolled
6,14.0,6,12.333333333333334,Yes,Yes,20,No,125.0,Change of course,Yes,132.0,Graduate
6,13.016666666666666,6,13.016666666666666,Yes,No,20,No,121.5,1st phase - general contingent,Yes,127.0,Enrolled
2,11.5,3,11.333333333333334,No,No,20,Yes,127.2,1st phase - general contingent,No,123.0,Dropout
6,14.666666666666666,6,16.142857142857142,Yes,No,27,No,160.0,Over 23 years old,Yes,130.0,Graduate
5,13.833333333333334,6,14.833333333333334,Yes,No,22,No,120.0,Change of institution/course,No,125.0,Graduate
7,13.327142857142857,7,13.327142857142857,No,No,19,Yes,141.5,1st phase - general contingent,Yes,140.0,Dropout
2,11.5,4,11.0,No,No,19,No,111.4,2nd phase - general contingent,Yes,111.0,Dropout
6,10.375,6,11.714285714285714,Yes,No,18,No,136.6,1st phase - general contingent,Yes,132.0,Enrolled
10,12.727272727272728,12,12.333333333333334,Yes,No,19,No,154.6,1st phase - general contingent,Yes,150.0,Dropout
0,0.0,0,0.0,No,No,20,Yes,111.4,3rd phase - general contingent,Yes,118.0,Dropout
8,11.25,12,11.916666666666666,No,No,39,No,120.1,Change of course,No,150.0,Dropout
6,11.0,6,11.833333333333334,Yes,No,37,Yes,100.0,Over 23 years old,No,100.0,Graduate
3,11.666666666666666,3,12.333333333333334,No,No,30,Yes,140.0,Over 23 years old,No,130.0,Dropout
10,14.2,10,14.3,Yes,No,41,No,130.0,Change of course,No,130.0,Graduate
5,11.832,5,11.832,No,No,40,No,100.0,Over 23 years old,No,133.1,Dropout
0,0.0,2,10.0,Yes,No,20,No,106.1,1st phase - general contingent,No,112.0,Dropout
5,11.6,5,12.0,Yes,No,28,No,151.4,1st phase - general contingent,No,144.0,Graduate
0,0.0,5,12.2,No,No,19,Yes,113.7,3rd phase - general contingent,Yes,120.0,Dropout
4,11.25,3,11.333333333333334,Yes,No,23,No,116.5,1st phase - general contingent,Yes,121.0,Dropout
9,12.555555555555555,13,13.846153846153848,Yes,No,18,No,120.0,Holders of other higher courses,No,120.0,Dropout
7,12.412857142857144,7,12.412857142857144,Yes,No,24,No,122.0,Over 23 years old,No,100.0,Graduate
4,12.75,3,12.666666666666666,Yes,No,21,No,117.1,2nd phase - general contingent,No,115.0,Enrolled
7,12.545714285714286,7,12.545714285714286,Yes,No,19,No,120.8,1st phase - general contingent,Yes,123.0,Graduate
2,14.0,3,13.0,Yes,No,19,No,141.4,1st phase - general contingent,Yes,134.0,Dropout
0,0.0,0,0.0,No,No,48,Yes,110.0,Over 23 years old,No,123.0,Dropout
9,13.0,9,12.22222222222222,No,No,38,No,120.0,Change of course,No,120.0,Dropout
5,13.0,5,13.285714285714286,Yes,No,19,No,120.2,2nd phase - general contingent,No,131.0,Graduate
1,11.0,3,11.666666666666666,Yes,No,30,No,138.4,Over 23 years old,No,133.1,Dropout
6,12.666666666666666,6,13.555555555555555,Yes,Yes,24,No,150.0,Technological specialization diploma holders,No,150.0,Graduate
6,12.428571428571429,6,13.166666666666666,Yes,No,19,No,121.8,2nd phase - general contingent,Yes,134.0,Graduate
0,0.0,0,0.0,Yes,No,21,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
5,12.2,6,11.666666666666666,Yes,Yes,21,No,116.3,1st phase - general contingent,Yes,117.0,Graduate
4,12.25,4,11.0,Yes,No,19,No,131.5,1st phase - general contingent,No,143.0,Dropout
1,10.0,6,13.0,Yes,No,18,No,141.0,2nd phase - general contingent,Yes,142.0,Enrolled
6,12.0,6,13.666666666666666,Yes,Yes,18,No,138.0,2nd phase - general contingent,No,132.0,Graduate
5,15.2,5,14.6,Yes,No,19,No,127.5,2nd phase - general contingent,Yes,138.0,Dropout
7,12.514285714285714,7,12.514285714285714,Yes,Yes,19,No,127.0,1st phase - general contingent,No,131.0,Graduate
3,12.666666666666666,3,14.0,Yes,No,18,No,118.9,2nd phase - general contingent,No,123.0,Enrolled
5,12.6,6,13.166666666666666,Yes,No,25,No,134.5,1st phase - general contingent,Yes,131.0,Enrolled
